series_id,period,value,frequency
monthly_seasonal,127,97.84,monthly
monthly_seasonal,128,90.95,monthly
monthly_seasonal,129,82.39,monthly
monthly_seasonal,130,86.28,monthly
monthly_seasonal,131,87.4,monthly
monthly_seasonal,132,91.16,monthly
monthly_seasonal,133,97.71,monthly
monthly_seasonal,134,106.66,monthly
monthly_seasonal,135,120.89,monthly
monthly_seasonal,136,120.79,monthly
monthly_seasonal,137,118.76,monthly
monthly_seasonal,138,104.77,monthly
monthly_seasonal,139,102.78,monthly
monthly_seasonal,140,91.36,monthly
monthly_seasonal,141,79.35,monthly
monthly_seasonal,142,78.59,monthly
monthly_seasonal,143,83.47,monthly
monthly_seasonal,144,90.16,monthly
monthly_trend_seasonal,1,48.83,monthly
monthly_trend_seasonal,2,57.79,monthly
monthly_trend_seasonal,3,63.38,monthly
monthly_trend_seasonal,4,67.71,monthly
monthly_trend_seasonal,5,71.67,monthly
monthly_trend_seasonal,6,50.73,monthly
monthly_trend_seasonal,7,53.25,monthly
monthly_trend_seasonal,8,48.1,monthly
monthly_trend_seasonal,9,43.79,monthly
monthly_trend_seasonal,10,39.81,monthly
monthly_trend_seasonal,11,36.98,monthly
monthly_trend_seasonal,12,51.5,monthly
monthly_trend_seasonal,13,65.3,monthly
monthly_trend_seasonal,14,60.46,monthly
monthly_trend_seasonal,15,76.24,monthly
monthly_trend_seasonal,16,74.18,monthly
monthly_trend_seasonal,17,73.93,monthly
monthly_trend_seasonal,18,65.18,monthly
monthly_trend_seasonal,19,61.25,monthly
monthly_trend_seasonal,20,60.99,monthly
monthly_trend_seasonal,21,53.33,monthly
monthly_trend_seasonal,22,56.61,monthly
monthly_trend_seasonal,23,57.1,monthly
monthly_trend_seasonal,24,60.34,monthly
monthly_trend_seasonal,25,73.76,monthly
monthly_trend_seasonal,26,76.74,monthly
monthly_trend_seasonal,27,84.48,monthly
monthly_trend_seasonal,28,82.69,monthly
monthly_trend_seasonal,29,82.84,monthly
monthly_trend_seasonal,30,74.99,monthly
monthly_trend_seasonal,31,74.94,monthly
monthly_trend_seasonal,32,59.47,monthly
monthly_trend_seasonal,33,62.52,monthly
monthly_trend_seasonal,34,57.31,monthly
monthly_trend_seasonal,35,65.47,monthly
monthly_trend_seasonal,36,69.98,monthly
monthly_trend_seasonal,37,82.46,monthly
monthly_trend_seasonal,38,86.3,monthly
monthly_trend_seasonal,39,83.28,monthly
monthly_trend_seasonal,40,92.0,monthly
monthly_trend_seasonal,41,86.27,monthly
monthly_trend_seasonal,42,84.1,monthly
monthly_trend_seasonal,43,85.42,monthly
monthly_trend_seasonal,44,75.12,monthly
monthly_trend_seasonal,45,64.98,monthly
monthly_trend_seasonal,46,62.41,monthly
monthly_trend_seasonal,47,69.31,monthly
monthly_trend_seasonal,48,70.5,monthly
monthly_trend_seasonal,49,80.88,monthly
monthly_trend_seasonal,50,93.01,monthly
monthly_trend_seasonal,51,102.58,monthly
monthly_trend_seasonal,52,103.1,monthly
monthly_trend_seasonal,53,90.19,monthly
monthly_trend_seasonal,54,95.78,monthly
monthly_trend_seasonal,55,88.05,monthly
monthly_trend_seasonal,56,82.62,monthly
monthly_trend_seasonal,57,82.64,monthly
monthly_trend_seasonal,58,66.61,monthly
monthly_trend_seasonal,59,75.2,monthly
monthly_trend_seasonal,60,86.12,monthly
monthly_trend_seasonal,61,85.63,monthly
monthly_trend_seasonal,62,106.06,monthly
monthly_trend_seasonal,63,107.82,monthly
monthly_trend_seasonal,64,112.44,monthly
monthly_trend_seasonal,65,105.46,monthly
monthly_trend_seasonal,66,106.21,monthly
monthly_trend_seasonal,67,100.43,monthly
monthly_trend_seasonal,68,90.28,monthly
monthly_trend_seasonal,69,85.5,monthly
monthly_trend_seasonal,70,84.33,monthly
monthly_trend_seasonal,71,82.51,monthly
monthly_trend_seasonal,72,91.56,monthly
monthly_trend_seasonal,73,99.74,monthly
monthly_trend_seasonal,74,110.08,monthly
monthly_trend_seasonal,75,118.74,monthly
monthly_trend_seasonal,76,113.21,monthly
monthly_trend_seasonal,77,115.64,monthly
monthly_trend_seasonal,78,117.27,monthly
monthly_trend_seasonal,79,101.57,monthly
monthly_trend_seasonal,80,94.46,monthly
monthly_trend_seasonal,81,93.76,monthly
monthly_trend_seasonal,82,95.02,monthly
monthly_trend_seasonal,83,94.4,monthly
monthly_trend_seasonal,84,105.86,monthly
monthly_trend_seasonal,85,112.17,monthly
monthly_trend_seasonal,86,120.31,monthly
monthly_trend_seasonal,87,125.35,monthly
monthly_trend_seasonal,88,135.15,monthly
monthly_trend_seasonal,89,123.71,monthly
monthly_trend_seasonal,90,111.72,monthly
monthly_trend_seasonal,91,119.35,monthly
monthly_trend_seasonal,92,104.31,monthly
monthly_trend_seasonal,93,101.78,monthly
monthly_trend_seasonal,94,105.27,monthly
monthly_trend_seasonal,95,96.33,monthly
monthly_trend_seasonal,96,103.93,monthly
monthly_trend_seasonal,97,110.73,monthly
monthly_trend_seasonal,98,122.16,monthly
monthly_trend_seasonal,99,133.28,monthly
monthly_trend_seasonal,100,136.33,monthly
monthly_trend_seasonal,101,134.03,monthly
monthly_trend_seasonal,102,122.48,monthly
monthly_trend_seasonal,103,112.09,monthly
monthly_trend_seasonal,104,114.75,monthly
monthly_trend_seasonal,105,107.85,monthly
monthly_trend_seasonal,106,110.26,monthly
monthly_trend_seasonal,107,113.94,monthly
monthly_trend_seasonal,108,117.88,monthly
monthly_trend_seasonal,109,128.57,monthly
monthly_trend_seasonal,110,134.64,monthly
monthly_trend_seasonal,111,142.03,monthly
monthly_trend_seasonal,112,139.8,monthly
monthly_trend_seasonal,113,140.59,monthly
monthly_trend_seasonal,114,137.31,monthly
monthly_trend_seasonal,115,133.0,monthly
monthly_trend_seasonal,116,121.34,monthly
monthly_trend_seasonal,117,120.21,monthly
monthly_trend_seasonal,118,115.75,monthly
monthly_trend_seasonal,119,119.06,monthly
monthly_trend_seasonal,120,129.03,monthly
monthly_trend_seasonal,121,125.94,monthly
monthly_trend_seasonal,122,136.93,monthly
monthly_trend_seasonal,123,142.38,monthly
monthly_trend_seasonal,124,141.68,monthly
monthly_trend_seasonal,125,146.99,monthly
monthly_trend_seasonal,126,147.91,monthly
monthly_trend_seasonal,127,136.97,monthly
monthly_trend_seasonal,128,132.1,monthly
monthly_trend_seasonal,129,130.88,monthly
monthly_trend_seasonal,130,130.52,monthly
monthly_trend_seasonal,131,127.64,monthly
monthly_trend_seasonal,132,139.52,monthly
monthly_trend_seasonal,133,142.68,monthly
monthly_trend_seasonal,134,147.16,monthly
monthly_trend_seasonal,135,154.32,monthly
monthly_trend_seasonal,136,153.48,monthly
monthly_trend_seasonal,137,154.54,monthly
monthly_trend_seasonal,138,151.87,monthly
monthly_trend_seasonal,139,149.72,monthly
monthly_trend_seasonal,140,146.59,monthly
monthly_trend_seasonal,141,129.38,monthly
monthly_trend_seasonal,142,135.17,monthly
monthly_trend_seasonal,143,132.15,monthly
monthly_trend_seasonal,144,144.4,monthly
monthly_stationary,1,100.0,monthly
monthly_stationary,2,99.34,monthly
monthly_stationary,3,90.52,monthly
monthly_stationary,4,99.9,monthly
monthly_stationary,5,96.93,monthly
monthly_stationary,6,95.79,monthly
monthly_stationary,7,92.55,monthly
monthly_stationary,8,93.0,monthly
monthly_stationary,9,98.64,monthly
monthly_stationary,10,98.37,monthly
monthly_stationary,11,100.83,monthly
monthly_stationary,12,102.22,monthly
monthly_stationary,13,107.72,monthly
monthly_stationary,14,102.14,monthly
monthly_stationary,15,93.69,monthly
monthly_stationary,16,102.18,monthly
monthly_stationary,17,99.43,monthly
monthly_stationary,18,105.29,monthly
monthly_stationary,19,104.56,monthly
monthly_stationary,20,101.63,monthly
monthly_stationary,21,102.56,monthly
monthly_stationary,22,111.03,monthly
monthly_stationary,23,115.9,monthly
monthly_stationary,24,108.3,monthly
monthly_stationary,25,104.95,monthly
monthly_stationary,26,107.86,monthly
monthly_stationary,27,99.7,monthly
monthly_stationary,28,101.52,monthly
monthly_stationary,29,100.63,monthly
monthly_stationary,30,101.88,monthly
monthly_stationary,31,96.78,monthly
monthly_stationary,32,90.44,monthly
monthly_stationary,33,84.85,monthly
monthly_stationary,34,86.84,monthly
monthly_stationary,35,91.13,monthly
monthly_stationary,36,94.1,monthly
monthly_stationary,37,106.73,monthly
monthly_stationary,38,108.9,monthly
monthly_stationary,39,99.64,monthly
monthly_stationary,40,101.56,monthly
monthly_stationary,41,98.74,monthly
monthly_stationary,42,97.95,monthly
monthly_stationary,43,99.9,monthly
monthly_stationary,44,103.05,monthly
monthly_stationary,45,99.83,monthly
monthly_stationary,46,105.23,monthly
monthly_stationary,47,96.91,monthly
monthly_stationary,48,98.49,monthly
monthly_stationary,49,112.23,monthly
monthly_stationary,50,107.23,monthly
monthly_stationary,51,110.78,monthly
monthly_stationary,52,105.85,monthly
monthly_stationary,53,105.83,monthly
monthly_stationary,54,102.63,monthly
monthly_stationary,55,100.46,monthly
monthly_stationary,56,96.33,monthly
monthly_stationary,57,100.32,monthly
monthly_stationary,58,95.9,monthly
monthly_stationary,59,101.28,monthly
monthly_stationary,60,106.07,monthly
monthly_stationary,61,104.87,monthly
monthly_stationary,62,101.0,monthly
monthly_stationary,63,102.77,monthly
monthly_stationary,64,99.84,monthly
monthly_stationary,65,104.6,monthly
monthly_stationary,66,93.14,monthly
monthly_stationary,67,94.89,monthly
monthly_stationary,68,87.49,monthly
monthly_stationary,69,86.27,monthly
monthly_stationary,70,99.95,monthly
monthly_stationary,71,104.45,monthly
monthly_stationary,72,98.63,monthly
monthly_stationary,73,91.8,monthly
monthly_stationary,74,81.08,monthly
monthly_stationary,75,87.82,monthly
monthly_stationary,76,106.01,monthly
monthly_stationary,77,105.18,monthly
monthly_stationary,78,99.79,monthly
monthly_stationary,79,102.22,monthly
monthly_stationary,80,93.31,monthly
monthly_stationary,81,95.17,monthly
monthly_stationary,82,98.08,monthly
monthly_stationary,83,98.61,monthly
monthly_stationary,84,103.26,monthly
monthly_stationary,85,103.35,monthly
monthly_stationary,86,105.02,monthly
monthly_stationary,87,99.07,monthly
monthly_stationary,88,104.02,monthly
monthly_stationary,89,110.16,monthly
monthly_stationary,90,100.23,monthly
monthly_stationary,91,95.68,monthly
monthly_stationary,92,104.52,monthly
monthly_stationary,93,101.3,monthly
monthly_stationary,94,107.67,monthly
monthly_stationary,95,101.62,monthly
monthly_stationary,96,108.09,monthly
monthly_stationary,97,104.7,monthly
monthly_stationary,98,103.64,monthly
monthly_stationary,99,109.64,monthly
monthly_stationary,100,103.01,monthly
monthly_stationary,101,96.8,monthly
monthly_stationary,102,96.16,monthly
monthly_stationary,103,100.34,monthly
monthly_stationary,104,92.34,monthly
monthly_stationary,105,99.36,monthly
monthly_stationary,106,96.99,monthly
monthly_stationary,107,104.23,monthly
monthly_stationary,108,90.14,monthly
monthly_stationary,109,91.14,monthly
monthly_stationary,110,87.14,monthly
monthly_stationary,111,89.44,monthly
monthly_stationary,112,95.96,monthly
monthly_stationary,113,97.08,monthly
monthly_stationary,114,97.27,monthly
monthly_stationary,115,97.84,monthly
monthly_stationary,116,99.94,monthly
monthly_stationary,117,94.93,monthly
monthly_stationary,118,101.0,monthly
monthly_stationary,119,103.81,monthly
monthly_stationary,120,103.83,monthly
monthly_stationary,121,104.7,monthly
monthly_stationary,122,103.83,monthly
monthly_stationary,123,112.09,monthly
monthly_stationary,124,105.61,monthly
monthly_stationary,125,101.27,monthly
monthly_stationary,126,96.87,monthly
monthly_stationary,127,93.27,monthly
monthly_stationary,128,90.41,monthly
monthly_stationary,129,90.76,monthly
monthly_stationary,130,95.03,monthly
monthly_stationary,131,99.19,monthly
monthly_stationary,132,99.85,monthly
monthly_stationary,133,96.1,monthly
monthly_stationary,134,102.55,monthly
monthly_stationary,135,104.97,monthly
monthly_stationary,136,101.69,monthly
monthly_stationary,137,97.58,monthly
monthly_stationary,138,101.53,monthly
monthly_stationary,139,101.71,monthly
monthly_stationary,140,93.61,monthly
monthly_stationary,141,96.47,monthly
monthly_stationary,142,99.54,monthly
monthly_stationary,143,95.27,monthly
monthly_stationary,144,98.59,monthly
monthly_random_walk,1,97.19,monthly
monthly_random_walk,2,99.96,monthly
monthly_random_walk,3,102.56,monthly
monthly_random_walk,4,102.15,monthly
monthly_random_walk,5,102.98,monthly
monthly_random_walk,6,98.26,monthly
monthly_random_walk,7,96.05,monthly
monthly_random_walk,8,95.56,monthly
monthly_random_walk,9,93.52,monthly
monthly_random_walk,10,95.04,monthly
monthly_random_walk,11,99.14,monthly
monthly_random_walk,12,96.89,monthly
monthly_random_walk,13,95.31,monthly
monthly_random_walk,14,95.88,monthly
monthly_random_walk,15,99.2,monthly
monthly_random_walk,16,96.86,monthly
monthly_random_walk,17,97.46,monthly
monthly_random_walk,18,101.2,monthly
monthly_random_walk,19,98.0,monthly
monthly_random_walk,20,95.53,monthly
monthly_random_walk,21,94.79,monthly
monthly_random_walk,22,93.85,monthly
monthly_random_walk,23,95.57,monthly
monthly_random_walk,24,96.15,monthly
monthly_random_walk,25,92.7,monthly
monthly_random_walk,26,93.84,monthly
monthly_random_walk,27,92.78,monthly
monthly_random_walk,28,95.43,monthly
monthly_random_walk,29,94.27,monthly
monthly_random_walk,30,93.1,monthly
monthly_random_walk,31,94.28,monthly
monthly_random_walk,32,95.91,monthly
monthly_random_walk,33,96.91,monthly
monthly_random_walk,34,93.63,monthly
monthly_random_walk,35,94.81,monthly
monthly_random_walk,36,92.84,monthly
monthly_random_walk,37,93.41,monthly
monthly_random_walk,38,90.66,monthly
monthly_random_walk,39,91.66,monthly
monthly_random_walk,40,90.14,monthly
monthly_random_walk,41,87.68,monthly
monthly_random_walk,42,89.21,monthly
monthly_random_walk,43,89.79,monthly
monthly_random_walk,44,88.66,monthly
monthly_random_walk,45,91.66,monthly
monthly_random_walk,46,90.88,monthly
monthly_random_walk,47,91.05,monthly
monthly_random_walk,48,91.69,monthly
monthly_random_walk,49,90.55,monthly
monthly_random_walk,50,91.59,monthly
monthly_random_walk,51,90.62,monthly
monthly_random_walk,52,89.9,monthly
monthly_random_walk,53,92.72,monthly
monthly_random_walk,54,90.74,monthly
monthly_random_walk,55,86.02,monthly
monthly_random_walk,56,89.34,monthly
monthly_random_walk,57,94.54,monthly
monthly_random_walk,58,93.83,monthly
monthly_random_walk,59,90.05,monthly
monthly_random_walk,60,89.53,monthly
monthly_random_walk,61,89.06,monthly
monthly_random_walk,62,88.78,monthly
monthly_random_walk,63,86.65,monthly
monthly_random_walk,64,87.91,monthly
monthly_random_walk,65,89.06,monthly
monthly_random_walk,66,86.17,monthly
monthly_random_walk,67,87.67,monthly
monthly_random_walk,68,91.88,monthly
monthly_random_walk,69,92.32,monthly
monthly_random_walk,70,91.75,monthly
monthly_random_walk,71,91.56,monthly
monthly_random_walk,72,92.89,monthly
monthly_random_walk,73,89.53,monthly
monthly_random_walk,74,89.96,monthly
monthly_random_walk,75,89.28,monthly
monthly_random_walk,76,93.07,monthly
monthly_random_walk,77,92.83,monthly
monthly_random_walk,78,96.26,monthly
monthly_random_walk,79,94.15,monthly
monthly_random_walk,80,95.43,monthly
monthly_random_walk,81,96.17,monthly
monthly_random_walk,82,94.53,monthly
monthly_random_walk,83,94.98,monthly
monthly_random_walk,84,97.51,monthly
monthly_random_walk,85,96.96,monthly
monthly_random_walk,86,93.68,monthly
monthly_random_walk,87,93.74,monthly
monthly_random_walk,88,92.04,monthly
monthly_random_walk,89,91.45,monthly
monthly_random_walk,90,91.39,monthly
monthly_random_walk,91,88.08,monthly
monthly_random_walk,92,84.95,monthly
monthly_random_walk,93,86.01,monthly
monthly_random_walk,94,85.07,monthly
monthly_random_walk,95,80.04,monthly
monthly_random_walk,96,81.71,monthly
monthly_random_walk,97,82.35,monthly
monthly_random_walk,98,81.02,monthly
monthly_random_walk,99,78.49,monthly
monthly_random_walk,100,80.26,monthly
monthly_random_walk,101,81.06,monthly
monthly_random_walk,102,85.92,monthly
monthly_random_walk,103,86.86,monthly
monthly_random_walk,104,87.74,monthly
monthly_random_walk,105,87.51,monthly
monthly_random_walk,106,89.24,monthly
monthly_random_walk,107,90.59,monthly
monthly_random_walk,108,93.19,monthly
monthly_random_walk,109,92.25,monthly
monthly_random_walk,110,91.48,monthly
monthly_random_walk,111,90.62,monthly
monthly_random_walk,112,92.3,monthly
monthly_random_walk,113,95.4,monthly
monthly_random_walk,114,94.58,monthly
monthly_random_walk,115,93.83,monthly
monthly_random_walk,116,94.56,monthly
monthly_random_walk,117,94.17,monthly
monthly_random_walk,118,96.17,monthly
monthly_random_walk,119,91.77,monthly
monthly_random_walk,120,90.22,monthly
monthly_random_walk,121,88.75,monthly
monthly_random_walk,122,84.21,monthly
monthly_random_walk,123,82.38,monthly
monthly_random_walk,124,80.65,monthly
monthly_random_walk,125,80.35,monthly
monthly_random_walk,126,82.68,monthly
monthly_random_walk,127,82.29,monthly
monthly_random_walk,128,80.33,monthly
monthly_random_walk,129,80.31,monthly
monthly_random_walk,130,82.51,monthly
monthly_random_walk,131,80.66,monthly
monthly_random_walk,132,78.94,monthly
monthly_random_walk,133,80.15,monthly
monthly_random_walk,134,79.81,monthly
monthly_random_walk,135,81.21,monthly
monthly_random_walk,136,81.28,monthly
monthly_random_walk,137,82.78,monthly
monthly_random_walk,138,80.81,monthly
monthly_random_walk,139,80.89,monthly
monthly_random_walk,140,80.57,monthly
monthly_random_walk,141,78.23,monthly
monthly_random_walk,142,75.21,monthly
monthly_random_walk,143,76.68,monthly
monthly_random_walk,144,76.08,monthly
quarterly_trend,1,94.89,quarterly
quarterly_trend,2,101.21,quarterly
quarterly_trend,3,109.03,quarterly
quarterly_trend,4,93.68,quarterly
quarterly_trend,5,99.3,quarterly
quarterly_trend,6,103.86,quarterly
quarterly_trend,7,117.48,quarterly
quarterly_trend,8,113.28,quarterly
quarterly_trend,9,117.4,quarterly
quarterly_trend,10,109.55,quarterly
quarterly_trend,11,111.35,quarterly
quarterly_trend,12,120.88,quarterly
quarterly_trend,13,120.63,quarterly
quarterly_trend,14,124.78,quarterly
quarterly_trend,15,122.79,quarterly
